Rk,Player,Nation,Pos,Team,Comp,Age,90s,Min,Ht.,Wt.,Ast,Blocks,Carries,Clr,Cmp%,CS,CS%,Dis,Err,G+A,G-PK,GA,Gls,Int,KP,Mis,npxG,PKA,PKsv,PPA,PrgC,PrgP,PrgR,Recov,Save%,Saves,Tkl,Tkl+Int,TklW,Touches,xAG,xG
3084,Gustavo Henrique,BRA,DF,Corinthians,Série A,30,16.4,1478,ND,ND,0,20,545,79,87.3,,,3,1,1,1,,1,19,3,4,0.8,,,1,6,25,2,46,,,15,34,10,937,0.2,0.8
3085,Bruno Henrique,BRA,MFFW,Internacional,Série A,34,21.2,1908,ND,ND,1,31,650,33,81.3,,,18,0,4,3,,3,16,31,33,3.7,,,22,22,134,60,95,,,44,60,28,1259,2.5,3.7
3086,Bruno Henrique,BRA,FWMF,Flamengo,Série A,33,23.0,2070,ND,ND,1,23,509,19,75.0,,,25,0,7,5,,6,12,22,51,5.7,,,23,70,62,167,82,,,30,42,16,844,1.9,6.4
3087,Helinho,BRA,FWMF,RB Bragantino,Série A,23,12.2,1102,ND,ND,2,18,420,11,68.7,,,20,0,9,7,,7,10,24,29,3.4,,,16,35,43,74,75,,,9,19,6,742,2.1,3.4
3088,Thiago Heleno,BRA,DF,Ath Paranaense,Série A,35,25.3,2278,ND,ND,1,40,771,104,85.1,,,0,1,1,0,,0,32,8,5,0.8,,,5,0,58,4,67,,,23,55,13,1420,0.8,0.8
3089,Lucas Halter,BRA,DF,Botafogo (RJ),Série A,23,15.0,1353,ND,ND,0,8,583,68,91.0,,,0,2,1,1,,1,11,4,4,0.4,,,1,8,42,1,48,,,12,23,10,976,0.1,0.4
3090,Ryan Gustavo,BRA,MF,Corinthians,Série A,20,5.8,526,ND,ND,0,12,146,10,87.3,,,8,0,0,0,,0,7,2,6,0.2,,,0,4,16,8,21,,,27,34,14,282,0.2,0.2
3091,Luiz Gustavo,BRA,MF,São Paulo,Série A,36,23.8,2142,ND,ND,1,20,1175,21,91.2,,,14,1,3,2,,2,29,14,30,1.3,,,6,32,132,20,105,,,42,71,26,1750,0.7,1.3
3092,Gustavinho,BRA,MFFW,RB Bragantino,Série A,19,10.6,954,ND,ND,3,14,262,12,72.5,,,19,0,4,1,,1,4,22,27,0.9,,,13,9,45,33,50,,,24,28,9,524,1.5,0.9
3093,Guilherme,BRA,DF,RB Bragantino,Série A,21,7.4,670,ND,ND,1,8,174,33,65.9,,,4,0,1,0,,0,10,5,7,0.1,,,6,8,18,18,22,,,16,26,10,424,0.2,0.1
3094,Gregore,BRA,MF,Botafogo (RJ),Série A,29,24.7,2220,ND,ND,2,37,1197,58,89.2,,,13,0,5,3,,3,33,17,15,1.2,,,9,29,199,38,152,,,97,130,65,2102,1.7,1.2
3095,Matheus Gonçalves,BRA,FWMF,Flamengo,Série A,18,7.6,682,ND,ND,0,7,361,4,74.7,,,13,1,2,2,,2,12,18,20,1.7,,,16,32,48,83,41,,,14,26,9,558,0.9,1.7
3096,Gustavo Gómez,PAR,DF,Palmeiras,Série A,30,26.3,2367,ND,ND,2,35,754,115,83.3,,,2,0,3,0,,1,32,5,8,3.0,,,5,8,82,6,70,,,38,70,25,1473,1.8,3.8
3097,William Gomes,BRA,FWMF,São Paulo,Série A,17,5.5,495,ND,ND,1,9,133,0,74.5,,,7,0,4,3,,3,3,6,19,1.3,,,8,25,14,63,19,,,10,13,9,241,0.5,1.3
3098,Igor Gomes,BRA,DF,Internacional,Série A,22,7.6,688,ND,ND,1,16,298,34,79.1,,,5,0,2,1,,1,7,1,7,0.3,,,0,8,22,15,36,,,15,22,9,543,0.1,0.3
3099,Igor Gomes,BRA,MF,Atlético Mineiro,Série A,24,14.7,1321,ND,ND,3,21,463,9,79.1,,,14,0,4,0,,1,9,21,27,1.3,,,13,21,83,61,77,,,16,25,12,818,1.2,2.1
3100,Bruno Gomes,BRA,DFMF,Internacional,Série A,22,24.0,2157,ND,ND,2,30,1022,55,79.5,,,19,2,3,1,,1,24,15,30,0.8,,,21,58,152,108,117,,,63,87,38,1843,1.1,0.8
3101,Leonardo Godoy,ARG,DF,Ath Paranaense,Série A,28,18.2,1639,ND,ND,2,18,409,38,70.0,,,7,0,3,1,,1,11,10,14,0.5,,,15,16,61,87,49,,,21,32,17,885,1.0,0.5
3102,Gilberto,BRA,DF,Bahia,Série A,30,15.2,1367,ND,ND,1,14,751,34,85.4,,,17,0,2,1,,1,10,18,25,1.4,,,24,62,78,125,67,,,43,53,26,1235,1.4,1.4
3103,Gilberto,BRA,FW,Juventude,Série A,34,12.3,1110,ND,ND,1,6,138,15,59.1,,,10,0,4,3,,3,2,13,28,3.7,,,3,16,14,52,14,,,7,9,2,321,1.5,3.7
3104,Agustín Giay,ARG,DF,Palmeiras,Série A,20,7.1,642,ND,ND,0,7,280,11,80.0,,,5,0,0,0,,0,6,5,11,0.6,,,5,16,37,22,28,,,30,36,15,532,0.2,0.6
3105,Gerson,BRA,MFFW,Flamengo,Série A,26,27.3,2457,ND,ND,6,23,1060,19,84.7,,,35,0,9,3,,3,5,41,34,2.3,,,54,71,181,186,137,,,57,62,38,1690,3.7,2.3
3106,Pedro Geromel,BRA,DF,Grêmio,Série A,38,8.6,771,ND,ND,0,14,247,45,83.9,,,0,0,0,0,,0,11,1,5,0.4,,,0,2,15,2,33,,,18,29,14,507,0.0,0.4
3107,Rodrigo Garro,ARG,MFFW,Corinthians,Série A,26,33.3,2995,ND,ND,10,29,1331,12,72.2,,,53,0,20,9,,10,21,106,80,5.2,,,71,64,246,169,156,,,52,73,32,2268,7.4,6.0
3108,Ganso,BRA,MF,Fluminense,Série A,34,25.0,2247,ND,ND,7,15,1033,12,86.3,,,21,1,10,3,,3,14,60,29,1.8,,,33,16,172,84,95,,,34,48,23,1759,4.0,2.6
3109,Mateo Gamarra,PAR,DF,Ath Paranaense,Série A,23,16.5,1482,ND,ND,0,28,559,71,80.5,,,5,1,0,0,,0,25,2,5,1.3,,,3,4,59,2,71,,,30,55,17,1026,0.2,1.3
3110,Pablo Galdames Millán,CHI,MF,Vasco da Gama,Série A,27,12.8,1154,ND,ND,2,18,344,22,81.6,,,11,1,2,0,,0,12,18,9,0.3,,,4,8,71,25,57,,,26,38,16,660,0.7,0.3
3111,Zé Gabriel,BRA,MF,Vasco da Gama,Série A,25,5.1,457,ND,ND,0,3,137,10,82.0,,,5,0,0,0,,0,5,1,4,0.8,,,0,6,11,5,33,,,15,20,11,264,0.0,0.8
3112,Marquinhos Gabriel,BRA,MF,Criciúma,Série A,33,11.1,1003,ND,ND,0,11,333,10,79.9,,,28,1,0,0,,0,6,19,20,0.5,,,14,22,46,55,58,,,13,19,6,570,1.8,0.5
3113,Gabriel,BRA,DF,Bahia,Série A,22,35.0,3150,ND,ND,0,49,1513,183,88.7,,,4,2,0,0,,0,57,5,8,1.4,,,3,20,115,5,107,,,64,121,44,2641,0.2,1.4
3114,Gabriel,BRA,MF,Ath Paranaense,Série A,31,15.9,1431,ND,ND,2,26,533,27,89.3,,,1,1,3,1,,1,21,12,10,0.4,,,9,17,103,5,101,,,48,69,28,1014,0.3,0.4
3115,Bruno Fuchs,BRA,DF,Atlético Mineiro,Série A,24,22.6,2031,ND,ND,1,34,1047,92,88.3,,,3,1,1,0,,0,29,16,17,0.8,,,20,22,136,10,95,,,42,71,26,1735,1.9,0.8
3116,Marlon Freitas,BRA,MF,Botafogo (RJ),Série A,28,26.9,2425,ND,ND,5,33,1220,41,87.5,,,8,2,5,0,,0,20,43,14,1.7,,,39,44,264,43,115,,,43,63,27,2016,4.3,1.7
3117,Lucas Freitas,BRA,DF,Juventude,Série A,23,14.0,1256,ND,ND,0,23,432,48,85.9,,,5,0,0,0,,0,14,5,13,0.2,,,2,8,43,1,44,,,9,23,8,793,0.1,0.2
3118,Gonzalo Freitas,URU,MF,Atl Goianiense,Série A,32,9.1,820,ND,ND,0,7,174,28,80.4,,,4,0,0,0,,0,13,1,5,0.5,,,2,2,27,4,31,,,21,34,11,396,0.2,0.5
3119,Alan Franco,ARG,DF,São Paulo,Série A,27,24.3,2191,ND,ND,1,20,1209,75,91.4,,,4,1,1,0,,0,13,7,14,1.1,,,3,14,98,6,129,,,26,39,15,1797,0.4,1.1
3120,Alan Franco,ECU,MF,Atlético Mineiro,Série A,25,18.1,1631,ND,ND,0,11,402,16,85.7,,,5,0,0,0,,0,25,12,11,1.0,,,7,5,50,52,68,,,29,54,17,834,2.0,1.0
3121,Tobias Figueiredo,POR,DF,Criciúma,Série A,29,23.0,2066,ND,ND,0,39,520,140,85.0,,,3,0,1,1,,1,28,2,8,0.3,,,0,2,49,1,75,,,21,49,13,1140,0.5,0.3
3122,Ferreira,BRA,FWMF,São Paulo,Série A,26,13.7,1230,ND,ND,1,11,501,5,79.4,,,21,0,6,5,,5,6,30,41,2.9,,,17,76,57,152,66,,,26,32,20,787,1.8,2.9
3123,Nahuel Ferraresi,VEN,DF,São Paulo,Série A,25,10.0,902,ND,ND,1,23,385,43,87.8,,,0,0,2,1,,1,8,6,4,0.4,,,6,9,45,14,45,,,21,29,18,737,0.8,0.4
3124,Luiz Fernando,BRA,FWMF,Atl Goianiense,Série A,27,28.8,2591,ND,ND,0,37,691,31,74.2,,,34,0,8,8,,8,18,29,54,5.7,,,25,79,78,230,132,,,25,43,15,1094,1.3,5.7
3125,Fernando,BRA,MFDF,Internacional,Série A,36,17.2,1546,ND,ND,0,14,622,46,91.3,,,3,1,1,1,,1,22,8,14,0.4,,,2,17,69,7,102,,,33,55,24,1126,0.4,0.4
3126,Fernando,BRA,DF,Ath Paranaense,Série A,24,8.0,724,ND,ND,1,7,282,13,78.1,,,1,0,1,0,,0,18,6,9,0.0,,,7,14,36,18,33,,,8,26,4,490,0.5,0.0
3127,Fernandinho,BRA,MF,Ath Paranaense,Série A,38,17.2,1551,ND,ND,3,11,668,24,79.6,,,19,0,5,1,,2,10,37,19,0.8,,,28,39,168,36,99,,,30,40,22,1133,2.4,1.6
3128,Nathan Fernandes,BRA,FWMF,Grêmio,Série A,18,6.0,544,ND,ND,0,7,191,5,78.4,,,19,0,0,0,,0,4,4,31,1.5,,,6,18,17,51,13,,,8,12,6,278,0.1,1.5
3129,Matheus Fernandes,BRA,MF,RB Bragantino,Série A,25,9.4,846,ND,ND,1,17,211,21,78.8,,,8,0,2,1,,1,22,6,11,0.6,,,2,7,38,14,63,,,39,61,31,499,0.6,0.6
3130,Lucas Fernandes,BRA,MFFW,Cuiabá,Série A,26,11.5,1039,ND,ND,1,8,329,2,84.3,,,13,0,2,1,,1,9,18,19,0.8,,,13,16,45,31,42,,,20,29,11,588,0.7,0.8
3131,Felipinho,BRA,MF,Ath Paranaense,Série A,22,10.3,923,ND,ND,0,12,180,21,81.9,,,12,0,0,0,,0,21,5,5,0.6,,,1,7,16,11,43,,,53,74,35,386,0.2,0.6
3132,Luiz Felipe,BRA,DF,Atl Goianiense,Série A,30,12.1,1090,ND,ND,0,17,289,60,82.7,,,0,0,1,1,,1,16,0,2,0.9,,,0,2,20,1,36,,,19,35,13,575,0.0,0.9
3133,Erick Farias,BRA,FW,Juventude,Série A,27,23.5,2112,ND,ND,3,21,389,16,74.4,,,19,2,8,5,,5,15,21,26,5.0,,,11,31,35,121,69,,,29,44,22,709,2.6,5.0
3134,Rodrigo Fagundes,BRA,DF,Criciúma,Série A,36,32.0,2880,ND,ND,1,55,927,223,81.6,,,10,1,4,3,,3,50,13,20,2.1,,,10,20,113,9,153,,,44,94,33,1886,1.1,2.1
3135,Fagner,BRA,DF,Corinthians,Série A,34,10.1,913,ND,ND,1,8,271,18,76.8,,,4,1,1,0,,0,11,17,7,0.1,,,18,14,39,49,37,,,23,34,11,591,2.2,0.1
3136,Fábio,BRA,DF,Grêmio,Série A,33,7.5,677,ND,ND,0,5,179,16,74.7,,,4,0,0,0,,0,5,6,10,0.4,,,7,11,15,40,32,,,12,17,7,434,0.4,0.4
3137,Fabinho,BRA,MF,Palmeiras,Série A,21,5.7,513,ND,ND,0,10,175,8,80.0,,,7,0,1,1,,1,6,7,4,0.3,,,3,5,36,13,28,,,6,12,4,318,0.3,0.3
3138,Bruno Fabiano Alves,BRA,DF,Cuiabá,Série A,32,22.4,2015,ND,ND,0,29,484,128,86.1,,,2,0,1,1,,1,30,1,2,0.9,,,4,11,42,3,50,,,22,52,11,1024,0.0,0.9
3139,Ewerton,BRA,DFFW,Juventude,Série A,23,13.2,1189,ND,ND,2,8,315,46,71.5,,,9,1,3,1,,1,21,9,11,1.0,,,6,10,35,51,57,,,28,49,19,713,1.5,1.0
3140,Evertton,BRA,MF,Flamengo,Série A,20,8.9,803,ND,ND,0,11,365,13,90.0,,,7,1,1,1,,1,16,6,8,0.9,,,4,9,41,5,54,,,21,37,15,602,0.2,0.9
3141,Everton,BRA,FWMF,Grêmio,Série A,26,5.1,457,ND,ND,0,4,111,5,79.5,,,6,0,0,0,,0,1,8,24,0.2,,,0,11,11,28,18,,,6,7,5,181,0.7,0.2
3142,Everaldo,BRA,FWMF,Vitória,Série A,29,4.7,421,ND,ND,0,2,146,3,76.5,,,6,1,2,2,,2,2,2,18,1.1,,,3,18,17,37,14,,,5,7,4,225,0.1,1.1
3143,Lucas Evangelista,BRA,MF,RB Bragantino,Série A,28,28.2,2540,ND,ND,3,29,697,37,82.5,,,33,0,5,2,,2,23,33,43,2.6,,,24,26,131,69,125,,,48,71,30,1320,2.0,2.6
3144,Lucas Esteves,BRA,DF,Vitória,Série A,23,32.6,2932,ND,ND,4,29,872,88,77.9,,,17,0,5,1,,1,40,35,20,1.6,,,26,46,108,126,135,,,63,103,44,1836,3.0,1.6
3145,Lucas Esquivel,ARG,DF,Ath Paranaense,Série A,22,30.2,2720,ND,ND,4,29,1099,100,76.7,,,19,0,4,0,,0,35,38,17,0.6,,,40,57,178,87,156,,,79,114,52,2134,4.5,0.6
3146,Erick,BRA,MFDF,Ath Paranaense,Série A,26,28.4,2560,ND,ND,1,50,777,51,85.6,,,13,0,4,3,,3,41,17,26,4.2,,,11,17,119,43,107,,,50,91,38,1449,1.5,4.2
3147,Endrick,BRA,MFFW,Palmeiras,Série A,17,5.0,453,ND,ND,0,5,118,2,71.2,,,9,0,0,0,,0,0,2,13,1.1,,,4,10,15,28,16,,,5,5,2,175,0.7,1.1
3148,Alan Empereur,BRA,DF,Cuiabá,Série A,29,28.3,2548,ND,ND,0,20,1082,113,82.8,,,5,2,0,0,,0,26,17,9,0.6,,,10,17,95,12,102,,,20,46,16,1742,1.1,0.6
3149,Leandro Emmanuel Martínez,ARG,MFFW,Fortaleza,Série A,29,11.2,1011,ND,ND,4,21,355,4,83.6,,,13,2,5,1,,1,9,19,16,1.0,,,10,15,51,33,62,,,29,38,14,604,1.9,1.0
3150,Rodrigo Ely,BRA,DF,Grêmio,Série A,30,18.4,1659,ND,ND,0,35,422,85,80.6,,,0,1,1,1,,1,24,4,5,1.0,,,3,3,37,6,40,,,39,63,25,1007,0.2,1.0
3151,Kauã Elias,BRA,FW,Fluminense,Série A,17,16.3,1465,ND,ND,2,6,394,6,75.2,,,64,0,8,6,,6,3,19,67,5.0,,,8,28,33,109,57,,,24,27,11,627,2.7,5.0
3152,Carlos Eduardo,BRA,MFFW,Botafogo (RJ),Série A,34,9.1,823,ND,ND,1,4,249,5,82.8,,,5,0,3,2,,2,10,13,10,0.9,,,7,11,41,29,21,,,5,15,3,407,0.5,1.7
3153,Carlos Eduardo,BRA,FWMF,Vitória,Série A,27,9.7,871,ND,ND,2,7,212,17,67.7,,,17,0,2,0,,0,8,9,37,1.5,,,9,19,22,57,49,,,21,29,16,358,1.2,1.5
3154,EDU,BRA,DF,Vitória,Série A,23,8.3,744,ND,ND,0,16,191,60,79.8,,,0,0,0,0,,0,6,0,2,0.7,,,0,2,23,0,23,,,16,22,8,410,0.0,0.7
3155,Éder,ITA,FW,Criciúma,Série A,37,8.5,764,ND,ND,0,2,171,0,74.2,,,8,0,0,0,,0,1,12,13,1.1,,,8,13,22,60,26,,,7,8,4,275,1.3,1.1
3156,Edenílson,BRA,MFFW,Grêmio,Série A,34,14.8,1333,ND,ND,1,12,349,15,75.9,,,23,0,2,1,,1,12,13,27,2.2,,,13,21,50,61,55,,,17,29,9,628,0.9,2.2
3157,Dudu,BRA,FWMF,Palmeiras,Série A,32,6.1,548,ND,ND,0,0,221,2,68.3,,,7,0,0,0,,0,3,9,14,1.2,,,7,35,26,76,31,,,5,8,4,341,0.6,1.2
3158,Thiago dos Santos,BRA,DF,Fluminense,Série A,34,23.8,2143,ND,ND,0,26,1128,100,86.1,,,4,2,0,0,,0,29,3,12,1.1,,,1,13,67,3,97,,,38,67,25,1778,0.1,1.1
3159,Dodi,BRA,MF,Grêmio,Série A,27,26.7,2400,ND,ND,2,30,571,34,87.1,,,21,0,2,0,,0,38,8,31,0.9,,,8,24,79,15,113,,,79,117,44,1034,1.1,0.9
3160,Diego,BRA,DF,São Paulo,Série A,24,9.9,894,ND,ND,0,10,449,49,87.9,,,3,0,0,0,,0,12,3,7,0.2,,,3,4,40,2,39,,,13,25,8,761,0.1,0.2
3161,Lautaro Díaz,ARG,FW,Cruzeiro,Série A,25,10.7,959,ND,ND,0,2,177,10,66.5,,,8,0,1,1,,1,3,13,28,2.2,,,6,15,15,74,25,,,9,12,8,330,0.6,2.2
3162,Lucas Di Yorio,ARG,FW,Ath Paranaense,Série A,27,8.9,799,ND,ND,0,7,140,12,63.1,,,13,0,3,3,,3,3,5,28,3.2,,,2,15,10,47,20,,,5,8,3,290,0.2,4.0
3163,Deyverson,BRA,FW,2 Teams,Série A,32,13.6,1221,ND,ND,1,9,185,18,61.0,,,18,0,4,3,,3,1,6,38,2.4,,,5,6,20,56,35,,,7,8,2,408,0.8,3.2
3164,Derek,BRA,FW,Atl Goianiense,Série A,26,11.0,986,ND,ND,1,13,153,5,75.3,,,19,0,4,3,,3,4,14,35,2.8,,,5,20,17,53,22,,,16,20,11,312,1.9,3.8
3165,Denilson,BRA,MF,Cuiabá,Série A,22,22.4,2016,ND,ND,3,14,701,17,84.8,,,25,0,3,0,,0,9,27,22,1.1,,,21,26,96,43,140,,,48,57,24,1157,2.2,1.1
3166,Nicolás De La Cruz,URU,MF,Flamengo,Série A,26,11.2,1010,ND,ND,3,16,523,6,82.0,,,11,2,5,2,,2,8,37,13,1.6,,,22,18,104,35,66,,,20,28,14,898,2.5,1.6
3167,Giorgian De Arrascaeta,URU,MF,Flamengo,Série A,29,11.2,1007,ND,ND,5,13,430,3,77.5,,,21,0,10,5,,5,4,27,23,2.2,,,30,19,80,91,46,,,16,20,12,748,2.7,2.2
3168,David,BRA,FW,Vasco da Gama,Série A,28,17.6,1588,ND,ND,3,10,415,10,74.7,,,26,1,7,4,,4,9,20,55,1.8,,,17,41,48,127,93,,,21,30,15,669,1.9,1.8
3169,Lucas Cunha,BRA,DF,RB Bragantino,Série A,27,8.7,782,ND,ND,0,9,179,52,80.9,,,0,0,0,0,,0,4,1,2,0.1,,,0,0,22,0,16,,,9,13,7,409,0.1,0.1
3170,Cuiabano,BRA,DF,2 Teams,Série A,20,18.2,1639,ND,ND,1,25,492,54,67.4,,,13,0,5,4,,4,28,10,22,1.8,,,16,37,50,133,73,,,52,80,34,1118,1.4,1.8
3171,Víctor Cuesta,ARG,DF,Bahia,Série A,35,5.6,506,ND,ND,0,7,286,23,91.3,,,1,0,0,0,,0,5,0,4,0.2,,,0,1,14,1,19,,,12,17,9,423,0.0,0.2
3172,Tomás Cuello,ARG,FWMF,Ath Paranaense,Série A,23,22.3,2010,ND,ND,5,35,706,12,69.4,,,41,0,8,3,,3,21,43,47,2.8,,,30,102,88,188,128,,,36,57,21,1177,4.2,2.8
3173,João Cruz,BRA,MFFW,Ath Paranaense,Série A,17,9.3,838,ND,ND,2,10,277,5,71.7,,,14,0,3,1,,1,6,23,23,0.7,,,10,22,37,61,40,,,17,23,5,506,1.0,0.7
3174,Alejo Cruz,URU,FWMF,Atl Goianiense,Série A,23,24.0,2156,ND,ND,2,24,713,28,69.6,,,17,0,4,1,,2,21,68,45,1.7,,,35,69,115,151,96,,,37,58,24,1322,3.7,2.4
3175,Franco Cristaldo,ARG,MFFW,Grêmio,Série A,27,23.7,2136,ND,ND,2,20,741,15,76.2,,,25,0,8,5,,6,13,69,50,4.4,,,34,31,157,128,113,,,36,49,24,1436,5.5,5.2
3176,Philippe Coutinho,BRA,MF,Vasco da Gama,Série A,31,7.4,667,ND,ND,1,7,348,0,78.8,,,10,0,3,2,,2,4,11,21,2.3,,,14,28,60,29,34,,,9,13,5,531,1.0,2.3
3177,Diego Costa,ESP,FW,Grêmio,Série A,35,5.3,478,ND,ND,2,5,122,5,77.1,,,15,0,3,1,,1,1,7,15,0.9,,,3,8,11,32,11,,,6,7,1,197,0.5,0.9
3178,Igor Coronado,BRA,MFFW,Corinthians,Série A,31,15.3,1378,ND,ND,2,27,671,13,73.6,,,33,0,3,1,,1,10,42,46,1.1,,,34,72,114,90,58,,,33,43,18,1094,4.0,1.1
3179,Mateus Cocão,BRA,MF,Vasco da Gama,Série A,21,24.0,2156,ND,ND,2,40,812,21,86.7,,,30,1,4,2,,2,38,11,30,0.7,,,11,20,114,38,147,,,80,118,46,1485,1.0,0.7
3180,Clayton,BRA,DF,Internacional,Série A,23,5.9,535,ND,ND,0,4,199,30,85.8,,,0,1,0,0,,0,6,2,2,0.2,,,0,1,15,0,22,,,4,10,3,374,0.3,0.2
3181,Clayson,BRA,FWMF,Cuiabá,Série A,28,22.7,2043,ND,ND,1,27,594,20,69.1,,,28,1,6,5,,5,7,19,59,2.6,,,20,56,75,120,75,,,11,18,8,1008,1.2,2.6
3182,Claudinho,BRA,DF,Criciúma,Série A,23,22.7,2047,ND,ND,3,40,647,48,79.1,,,20,0,5,2,,2,26,39,28,1.1,,,23,43,113,101,117,,,58,84,39,1373,3.6,1.1
3183,Eliel Chrystian,BRA,FWMF,Cuiabá,Série A,21,5.7,510,ND,ND,0,6,86,9,67.1,,,6,0,2,2,,2,2,2,15,2.2,,,1,8,4,30,14,,,9,11,7,155,0.1,2.2
3184,Christian,BRA,MFFW,Ath Paranaense,Série A,23,16.7,1507,ND,ND,0,15,386,11,79.5,,,9,0,1,1,,1,12,14,30,1.8,,,11,15,58,102,45,,,27,39,15,664,1.8,1.8
3185,Murilo Cerqueira,BRA,DF,Palmeiras,Série A,26,24.2,2175,ND,ND,0,21,777,100,82.6,,,2,0,1,1,,1,25,6,15,1.5,,,6,25,127,2,93,,,38,63,24,1403,0.4,1.5
3186,Gabriel Carvalho,BRA,FWMF,Internacional,Série A,16,14.5,1301,ND,ND,3,37,516,8,79.0,,,24,1,4,1,,1,5,27,36,3.2,,,21,50,61,168,70,,,29,34,18,888,4.0,3.2
3187,Ronie Carrillo,ECU,FW,Juventude,Série A,27,7.5,678,ND,ND,0,3,105,8,62.0,,,10,0,1,1,,1,2,5,21,1.0,,,6,6,10,29,17,,,4,6,3,225,0.3,1.0
3188,André Carrillo,PER,MF,Corinthians,Série A,32,8.1,730,ND,ND,2,11,404,7,88.8,,,12,0,2,0,,0,8,10,9,0.2,,,10,13,66,25,38,,,23,31,13,583,2.2,0.2
3189,Jean Carlos Vicente,BRA,MFFW,Juventude,Série A,31,11.5,1031,ND,ND,2,6,278,4,62.7,,,8,0,6,4,,4,6,25,25,1.7,,,17,26,52,38,39,,,8,14,4,506,2.7,1.7
3190,Jan Carlos Hurtado,VEN,FW,Atl Goianiense,Série A,23,9.6,865,ND,ND,0,8,139,8,78.8,,,20,0,2,2,,2,2,6,34,1.7,,,2,9,15,41,17,,,12,14,9,285,0.6,1.7
3191,Antonio Carlos,BRA,DF,Fluminense,Série A,30,12.0,1080,ND,ND,0,12,533,73,87.1,,,1,1,0,0,,0,20,6,4,0.2,,,3,8,40,2,40,,,6,26,4,882,0.2,0.2
3192,Carlinhos,BRA,FW,Flamengo,Série A,26,4.7,423,ND,ND,0,0,57,5,60.3,,,7,0,2,2,,2,0,3,11,2.4,,,0,6,1,21,6,,,5,5,1,116,0.1,2.4
3193,Edson Carioca,BRA,FW,Juventude,Série A,26,8.2,740,ND,ND,2,18,151,6,60.4,,,22,0,5,3,,3,6,4,21,1.8,,,3,19,23,59,38,,,22,28,14,278,0.3,1.8
3194,Tomás Cardona,ARG,DF,Fortaleza,Série A,28,15.9,1435,ND,ND,0,37,491,97,77.6,,,0,4,1,1,,1,29,0,7,0.5,,,1,11,50,0,36,,,26,55,17,956,0.0,0.5
3195,Felipe Carballo,URU,MF,Grêmio,Série A,27,5.3,478,ND,ND,0,5,164,9,82.1,,,9,0,0,0,,0,4,2,3,0.4,,,0,8,28,25,30,,,15,19,10,311,0.0,0.4
3196,Juninho Capixaba,BRA,DFMF,RB Bragantino,Série A,26,20.8,1872,ND,ND,0,27,677,73,75.1,,,17,2,2,2,,2,33,14,29,1.5,,,9,35,90,73,95,,,62,95,43,1420,0.7,1.5
3197,Agustín Canobbio,URU,FWMF,Ath Paranaense,Série A,25,13.5,1215,ND,ND,1,22,408,8,76.5,,,29,0,5,4,,4,4,23,39,3.5,,,24,47,57,136,71,,,30,34,19,617,2.5,3.5
3198,Germán Cano,ARG,FW,Fluminense,Série A,35,17.9,1611,ND,ND,0,4,211,10,76.8,,,13,1,4,4,,4,1,12,34,5.7,,,4,4,20,41,33,,,9,10,5,440,1.6,5.7
3199,Luan Cândido,BRA,DF,RB Bragantino,Série A,22,21.7,1953,ND,ND,0,27,515,103,80.0,,,5,1,1,0,,1,32,4,16,0.8,,,3,7,50,16,54,,,41,73,28,1145,0.1,1.5
3200,Camutanga,BRA,DF,Vitória,Série A,30,5.0,449,ND,ND,0,7,130,19,84.0,,,0,0,0,0,,0,2,0,0,0.2,,,0,0,10,1,14,,,8,10,5,236,0.0,0.2
3201,Joel Campbell,CRC,MFFW,Atl Goianiense,Série A,31,6.2,558,ND,ND,0,3,251,2,80.1,,,12,0,2,1,,2,2,9,13,1.0,,,15,23,54,41,30,,,13,15,10,363,0.5,1.8
3202,Patric Calmon PK,BRA,DF,Vitória,Série A,29,6.0,540,ND,ND,1,7,193,16,76.1,,,5,0,1,0,,0,15,4,8,0.1,,,5,17,24,37,22,,,10,25,5,347,0.7,0.1
3203,Jonathan Calleri,ARG,FW,São Paulo,Série A,30,22.7,2047,ND,ND,4,8,319,18,65.8,,,30,0,9,5,,5,3,19,45,5.6,,,10,24,28,112,26,,,11,14,9,597,1.3,5.6
3204,Jonathan Cafu,BRA,FWMF,Cuiabá,Série A,32,15.5,1392,ND,ND,2,10,384,10,73.1,,,34,0,3,1,,1,9,14,47,2.3,,,17,39,43,125,71,,,22,31,15,614,1.2,2.3
3205,Cadu,BRA,FWDF,Atlético Mineiro,Série A,19,11.2,1008,ND,ND,0,8,213,9,79.1,,,17,0,3,3,,3,9,4,23,1.9,,,1,13,16,65,29,,,29,38,19,373,0.1,1.9
3206,Raúl Cáceres,PAR,DF,Vitória,Série A,32,18.8,1695,ND,ND,3,16,422,54,70.0,,,5,0,3,0,,0,14,23,8,0.1,,,22,50,49,111,48,,,39,53,18,920,2.4,0.1
3207,Cacá,BRA,DF,Corinthians,Série A,24,25.5,2298,ND,ND,1,44,849,109,88.3,,,5,2,5,4,,4,13,6,8,4.3,,,2,9,45,1,71,,,28,41,15,1420,0.2,4.3
3208,Fabricio Bustos,ARG,DF,Internacional,Série A,27,9.6,864,ND,ND,1,10,399,29,82.4,,,12,0,2,1,,1,11,16,16,0.7,,,13,12,63,64,43,,,38,49,23,718,0.8,0.7
